SKU, TYPE, CATEGORY, SUBCATEGORY, NAME, DESCRIPTION, MRP, DISCOUNTRATE, TAXRATE, SHIPPINGCHARGES, STOCKLEVEL, ISREDUCESTOCK, ISACTIVE, ATTA, AUTHOR, BRAND, COLOR, DALDA, FLOUR, GRIHASTHI, OIL, PUBLISHER, PULSE, RICE, STYLE,,
sr0110,Personal Care,Oral Care,,Colgate Total Advanced Health Toothpaste,"<div class='product-attributes__header' data-reactid='233'>About The Product</div><div data-reactid='234'><div class='product-attributes product-attributes--additional-properties animated fadeIn remove-max-height' data-reactid='235'><div class='product-attributes' data-reactid='236'><div class='product-attributes__attr' data-reactid='237'><div class='product-attributes__attr--name' data-reactid='238'><span data-reactid='239'>Description</span></div></div><div class='product-attributes__attr' data-reactid='240'><div class='product-attributes__attr--description' data-reactid='241'>Colgate Total Advanced Health Toothpaste gives non-stop 12 hours germ protection. It makes a protective shield around your teeth and gums, protecting your teeth effectively from plaque, gingivitis, tartar build-up and bad breath.</div></div></div><div class='product-attributes' data-reactid='242'><div class='product-attributes__attr' data-reactid='243'><div class='product-attributes__attr--name' data-reactid='244'><span data-reactid='245'>Offer</span></div></div><div class='product-attributes__attr' data-reactid='246'>&nbsp;</div></div><div class='product-attributes' data-reactid='248'><div class='product-attributes__attr' data-reactid='249'><div class='product-attributes__attr--name' data-reactid='250'><span data-reactid='251'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='252'><div class='product-attributes__attr--description' data-reactid='253'>12 hours germ protection<br />Protection from plaque, gingivitis etc.<br />Refreshing breath</div></div></div><div class='product-attributes' data-reactid='254'><div class='product-attributes__attr' data-reactid='255'><div class='product-attributes__attr--name' data-reactid='256'><span data-reactid='257'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='258'><div class='product-attributes__attr--description' data-reactid='259'>Sorbitol, Silica, Sodium Lauryl Sulfate, Pvm/Ma Copolymer (Gantrez), Flavour, Carrageenan, Gum, Sodium Hydroxide, Titanium Dioxide, Sodium Saccharin, Triclosan, Sodium Fluoride, Titanium Dioxide Coated Mica, Pigent Green (Ci 74260), Lake Quinoline Yellow (Ci 47005 1) In Aqueous Base</div></div></div></div></div>",85,3.53,0,0,100,0,1, , , , , , , , , , , , ,,
sr0111,Personal Care,Oral Care,,Colgate Strong Teeth Toothpaste,"<div class='product-attributes__header' data-reactid='229'>About The Product</div><div data-reactid='230'><div class='product-attributes product-attributes--additional-properties animated fadeIn remove-max-height' data-reactid='231'><div class='product-attributes' data-reactid='232'><div class='product-attributes__attr' data-reactid='233'><div class='product-attributes__attr--name' data-reactid='234'><span data-reactid='235'>Description</span></div></div><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--description' data-reactid='237'>Get strong teeth and healthy gums with Colgate Strong Teeth Cavity Protection Toothpaste &amp; Toothbrush Combo. It provides all round oral care and fights germs effectively. With soft and curved bristles, it removes stains for a naturally whiter smile and leaves you with a fresh breath all day long.</div></div></div><div class='product-attributes' data-reactid='238'><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--name' data-reactid='240'><span data-reactid='241'>Offer</span></div></div><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--description' data-reactid='243'>Free Colgate Extra Clean Toothbrush</div></div></div><div class='product-attributes' data-reactid='244'><div class='product-attributes__attr' data-reactid='245'><div class='product-attributes__attr--name' data-reactid='246'><span data-reactid='247'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='248'><div class='product-attributes__attr--description' data-reactid='249'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='250'><div class='product-attributes__attr' data-reactid='251'><div class='product-attributes__attr--name' data-reactid='252'><span data-reactid='253'>Contents</span></div></div><div class='product-attributes__attr' data-reactid='254'><div class='product-attributes__attr--description' data-reactid='255'>Colgate Strong Teeth Cavity Protection Toothpaste - 200 gm,<br /><br /></div></div></div><div class='product-attributes' data-reactid='262'><div class='product-attributes__attr' data-reactid='263'><div class='product-attributes__attr--name' data-reactid='264'><span data-reactid='265'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='266'><div class='product-attributes__attr--description' data-reactid='267'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div></div></div>",85,3.53,0,0,100,0,1, , , , , , , , , , , , ,,
sr0112,Personal Care,Oral Care,,Colgate Strong Teeth Toothpaste 100 gm,"<div class='product-attributes' data-reactid='233'><div class='product-attributes__attr' data-reactid='234'><div class='product-attributes__attr--name' data-reactid='235'><span data-reactid='236'>Description</span></div></div><div class='product-attributes__attr' data-reactid='237'><div class='product-attributes__attr--description' data-reactid='238'>Colgate Strong Teeth Toothpaste is formulated with calcium and minerals formula that repairs early signs of cavities, and provides germ protection to make your teeth cleaner and whiter. This toothpaste gives you a non-stop protection, leaving your mouth feeling clean and fresh all day long.</div></div></div><div class='product-attributes' data-reactid='239'><div class='product-attributes__attr' data-reactid='240'><div class='product-attributes__attr--name' data-reactid='241'><span data-reactid='242'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='243'><div class='product-attributes__attr--description' data-reactid='244'>Complete all around cavity protection<br />Germ protection<br />Cleaner and Whiter teeth<br />Fresher breath<br />Plaque removal<br />Healthy gums</div></div></div><div class='product-attributes' data-reactid='245'><div class='product-attributes__attr' data-reactid='246'><div class='product-attributes__attr--name' data-reactid='247'><span data-reactid='248'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='249'><div class='product-attributes__attr--description' data-reactid='250'>Calcium Carbonate, Sorbitol, Sodium Lauryl Sulphate, Silica, Titanium Dioxide, Sodium Silicate, Flavour, Corrageenam, Sodium Monofluorophosphate, Sodium Bicarbonate, Benzyl Alcohol, Sodium Saccharin, Triclosan, in Aqueous Base</div></div></div><div class='product-attributes' data-reactid='251'><div class='product-attributes__attr' data-reactid='252'><div class='product-attributes__attr--name' data-reactid='253'><span data-reactid='254'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='255'><div class='product-attributes__attr--description' data-reactid='256'>100 gm</div></div></div><div class='product-attributes' data-reactid='257'><div class='product-attributes__attr' data-reactid='258'><div class='product-attributes__attr--name' data-reactid='259'><span data-reactid='260'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='261'><div class='product-attributes__attr--description' data-reactid='262'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",46,4.35,0,0,100,0,1, , , , , , , , , , , , ,,
sr0113,Personal Care,Oral Care,,Colgate Strong Teeth Toothpaste 50 gm,"<div class='product-attributes' data-reactid='233'><div class='product-attributes__attr' data-reactid='237'><div class='product-attributes__attr--description' data-reactid='238'>Colgate Strong Teeth Toothpaste is formulated with calcium and minerals formula that repairs early signs of cavities, and provides germ protection to make your teeth cleaner and whiter. This toothpaste gives you a non-stop protection, leaving your mouth feeling clean and fresh all day long.</div></div></div><div class='product-attributes' data-reactid='239'><div class='product-attributes__attr' data-reactid='240'><div class='product-attributes__attr--name' data-reactid='241'><span data-reactid='242'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='243'><div class='product-attributes__attr--description' data-reactid='244'>Complete all around cavity protection<br />Germ protection<br />Cleaner and Whiter teeth<br />Fresher breath<br />Plaque removal<br />Healthy gums</div></div></div><div class='product-attributes' data-reactid='245'><div class='product-attributes__attr' data-reactid='246'><div class='product-attributes__attr--name' data-reactid='247'><span data-reactid='248'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='249'><div class='product-attributes__attr--description' data-reactid='250'>Calcium Carbonate, Sorbitol, Sodium Lauryl Sulphate, Silica, Titanium Dioxide, Sodium Silicate, Flavour, Corrageenam, Sodium Monofluorophosphate, Sodium Bicarbonate, Benzyl Alcohol, Sodium Saccharin, Triclosan, in Aqueous Base</div></div></div><div class='product-attributes' data-reactid='251'><div class='product-attributes__attr' data-reactid='252'><div class='product-attributes__attr--name' data-reactid='253'>50 gm</div></div></div><div class='product-attributes' data-reactid='257'><div class='product-attributes__attr' data-reactid='258'><div class='product-attributes__attr--name' data-reactid='259'><span data-reactid='260'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='261'><div class='product-attributes__attr--description' data-reactid='262'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",20,5,0,0,100,0,1, , , , , , , , , , , , ,,
sr0114,Personal Care,Oral Care,,Colgate Cibaca Toothpaste 175 gm+25gm extra,"<div class='product-attributes' data-reactid='224'><div class='product-attributes__attr' data-reactid='228'><div class='product-attributes__attr--description' data-reactid='229'>With a fresh minty flavour, Colgate Cibaca Toothpaste provides complete oral care. Its unique formulation protects the teeth from decay and leaves you with stronger and whiter teeth.</div></div></div><div class='product-attributes' data-reactid='230'><div class='product-attributes__attr' data-reactid='231'><div class='product-attributes__attr--name' data-reactid='232'><span data-reactid='233'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='234'><div class='product-attributes__attr--description' data-reactid='235'>With fresh minty flavour<br />Prevents tooth decay</div></div></div><div class='product-attributes' data-reactid='236'><div class='product-attributes__attr' data-reactid='237'><div class='product-attributes__attr--name' data-reactid='238'><span data-reactid='239'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='240'><div class='product-attributes__attr--description' data-reactid='241'>Calcium Carbonate, Sorbitol, Sodium Lauryl Sulphate, Silica, Sodium Silicate, Flavour, Sodium Carboxymethyl Cellulose, Sodium Monofluorophosphate, Sodium Bicarbonate, Benzyl Alcohol, Sodium Saccharin, Cl 42090, In Aqueous Base</div></div></div><div class='product-attributes' data-reactid='242'><div class='product-attributes__attr' data-reactid='243'><div class='product-attributes__attr--name' data-reactid='244'><span data-reactid='245'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='246'><div class='product-attributes__attr--description' data-reactid='247'>175 gm+25gm extra</div></div></div><div class='product-attributes' data-reactid='248'><div class='product-attributes__attr' data-reactid='249'><div class='product-attributes__attr--name' data-reactid='250'><span data-reactid='251'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='252'><div class='product-attributes__attr--description' data-reactid='253'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",46,4.35,0,0,100,0,1, , , , , , , , , , , , ,,
sr0115,Personal Care,Oral Care,,Colgate Cibaca Toothpaste 80 gm,"<div class='product-attributes' data-reactid='224'><div class='product-attributes__attr' data-reactid='228'><div class='product-attributes__attr--description' data-reactid='229'>With a fresh minty flavour, Colgate Cibaca Toothpaste provides complete oral care. Its unique formulation protects the teeth from decay and leaves you with stronger and whiter teeth.</div></div></div><div class='product-attributes' data-reactid='230'><div class='product-attributes__attr' data-reactid='231'><div class='product-attributes__attr--name' data-reactid='232'><span data-reactid='233'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='234'><div class='product-attributes__attr--description' data-reactid='235'>With fresh minty flavour<br />Prevents tooth decay</div></div></div><div class='product-attributes' data-reactid='236'><div class='product-attributes__attr' data-reactid='237'><div class='product-attributes__attr--name' data-reactid='238'><span data-reactid='239'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='240'><div class='product-attributes__attr--description' data-reactid='241'>Calcium Carbonate, Sorbitol, Sodium Lauryl Sulphate, Silica, Sodium Silicate, Flavour, Sodium Carboxymethyl Cellulose, Sodium Monofluorophosphate, Sodium Bicarbonate, Benzyl Alcohol, Sodium Saccharin, Cl 42090, In Aqueous Base</div></div></div><div class='product-attributes' data-reactid='242'><div class='product-attributes__attr' data-reactid='243'><div class='product-attributes__attr--name' data-reactid='244'><span data-reactid='245'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='246'><div class='product-attributes__attr--description' data-reactid='247'>80 gm</div></div></div><div class='product-attributes' data-reactid='248'><div class='product-attributes__attr' data-reactid='249'><div class='product-attributes__attr--name' data-reactid='250'><span data-reactid='251'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='252'><div class='product-attributes__attr--description' data-reactid='253'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",32,0,0,0,100,0,1, , , , , , , , , , , , ,,
sr0116,Personal Care,Oral Care,,Colgate Toothpaste Active Salt - 100 g (Salt),<p>Colgate Toothpaste Active Salt - 100 g (Salt)</p>,49,4.08,0,0,100,0,1, , , , , , , , , , , , ,,
sr0117,Personal Care,Oral Care,,"Colgate Active Salt With Neem Tooth Paste,100gm",<p>Colgate Active Salt Neem toothpaste helps clean the teeth by effectively fighting germs and ultimately removing them from the teeth. This 100 gm toothpaste is ideal for single use and can be used during travel as well.</p><p>Salient Features: -<br />Unique combination of salt and neem&nbsp;<br />Helps keep pyorrhea (gum bleading) away&nbsp;<br />Fights germs and keeps gums healthy<br />Fresh breath with a unique mint taste</p>,58,3.45,0,0,100,0,1, , , , , , , , , , , , ,,
sr0118,Personal Care,Oral Care,,Colgate Herbal Toothpaste 100 gm,"<div class='product-attributes' data-reactid='229'><div class='product-attributes__attr' data-reactid='233'><div class='product-attributes__attr--description' data-reactid='234'>Colgate Herbal Toothpaste is enriched with exotic herbal ingredients that promises tingly fresh breath and all day protection. Blended with myrrh and eucalyptus, it makes your teeth whiter, removes plaque and refreshes your breath.</div></div></div><div class='product-attributes' data-reactid='235'><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--name' data-reactid='237'><span data-reactid='238'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--description' data-reactid='240'>Blend of herbal extracts<br />Contains eucalyptus and myrrh<br />Removes plaque and freshens breath</div></div></div><div class='product-attributes' data-reactid='241'><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--name' data-reactid='243'><span data-reactid='244'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='245'><div class='product-attributes__attr--description' data-reactid='246'>Calcium Carbonate, Sorbitol, Silica, Sodium Lauryl Sulphate, Polyethylene Glycol, Flavour, Sodium Carboxymethyl Cellulose, Sodium Monofluorophosphate, Sodium Saccharin, Benzyl Alcohol, Sodium Silicate, Xanthan, CI 74260, Myrrh Extract, Chamomile Extract, Tea Tree Oil, Sage Oil, Eugenol, In Aqueous Base.</div></div></div><div class='product-attributes' data-reactid='247'><div class='product-attributes__attr' data-reactid='248'><div class='product-attributes__attr--name' data-reactid='249'><span data-reactid='250'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='251'><div class='product-attributes__attr--description' data-reactid='252'>100 gm</div></div></div><div class='product-attributes' data-reactid='253'><div class='product-attributes__attr' data-reactid='254'><div class='product-attributes__attr--name' data-reactid='255'><span data-reactid='256'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='257'><div class='product-attributes__attr--description' data-reactid='258'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",50,4,0,0,100,0,1, , , , , , , , , , , , ,,
sr0122,Personal Care,Oral Care,,Colgate MaxFresh Peppermint Ice Toothpaste 150 gm,"<div class='product-attributes' data-reactid='226'><div class='product-attributes__attr' data-reactid='230'><div class='product-attributes__attr--description' data-reactid='231'>Infused with cooling crystals, Colgate Max Fresh Cooling Crystal Toothpaste cleans teeth effectively by fighting cavities and germs. The flavour of Peppermint Ice sets off an icy wave of minty coolness that refreshes your breath.</div></div></div><div class='product-attributes' data-reactid='232'><div class='product-attributes__attr' data-reactid='233'><div class='product-attributes__attr--name' data-reactid='234'><span data-reactid='235'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--description' data-reactid='237'>Fights cavities<br />Whiter teeth<br />Refreshing breath<br />Spicy fresh</div></div></div><div class='product-attributes' data-reactid='238'><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--name' data-reactid='240'><span data-reactid='241'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--description' data-reactid='243'>Sorbitol, Silica, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Flavour, Polyethylene Glycol 600, Sodium Carboymethyl Cellulose, Sodium Saccarin, Sodium Fluoride, White Film, CI 19140, CI 42090, In Aqueous Base.</div></div></div><div class='product-attributes' data-reactid='244'><div class='product-attributes__attr' data-reactid='245'><div class='product-attributes__attr--name' data-reactid='246'><span data-reactid='247'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='248'><div class='product-attributes__attr--description' data-reactid='249'>150 gm</div></div></div><div class='product-attributes' data-reactid='250'><div class='product-attributes__attr' data-reactid='251'><div class='product-attributes__attr--name' data-reactid='252'><span data-reactid='253'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='254'><div class='product-attributes__attr--description' data-reactid='255'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",88,3.41,0,0,100,0,1, , , , , , , , , , , , ,,
sr0121,Personal Care,Oral Care,,Colgate MaxFresh Peppermint Ice Toothpaste 80 gm,"<div class='product-attributes' data-reactid='226'><div class='product-attributes__attr' data-reactid='230'><div class='product-attributes__attr--description' data-reactid='231'>Infused with cooling crystals, Colgate Max Fresh Cooling Crystal Toothpaste cleans teeth effectively by fighting cavities and germs. The flavour of Peppermint Ice sets off an icy wave of minty coolness that refreshes your breath.</div></div></div><div class='product-attributes' data-reactid='232'><div class='product-attributes__attr' data-reactid='233'><div class='product-attributes__attr--name' data-reactid='234'><span data-reactid='235'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--description' data-reactid='237'>Fights cavities<br />Whiter teeth<br />Refreshing breath<br />Spicy fresh</div></div></div><div class='product-attributes' data-reactid='238'><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--name' data-reactid='240'><span data-reactid='241'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--description' data-reactid='243'>Sorbitol, Silica, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Flavour, Polyethylene Glycol 600, Sodium Carboymethyl Cellulose, Sodium Saccarin, Sodium Fluoride, White Film, CI 19140, CI 42090, In Aqueous Base.</div></div></div><div class='product-attributes' data-reactid='244'><div class='product-attributes__attr' data-reactid='245'><div class='product-attributes__attr--name' data-reactid='246'><span data-reactid='247'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='248'><div class='product-attributes__attr--description' data-reactid='249'>80 gm</div></div></div><div class='product-attributes' data-reactid='250'><div class='product-attributes__attr' data-reactid='251'><div class='product-attributes__attr--name' data-reactid='252'><span data-reactid='253'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='254'><div class='product-attributes__attr--description' data-reactid='255'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",48,4.17,0,0,100,0,1, , , , , , , , , , , , ,,
sr0119,,,,Colgate Maxfresh Spicy Fresh Toothpaste 80gm,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Description</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Infused with cooling crystals, Colgate Max Fresh Cooling Crystal Toothpaste cleans teeth effectively by fighting cavities and germs. The flavour of Peppermint Ice sets off an icy wave of minty coolness that refreshes your breath.</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Key Features</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Fights cavities<br />Whiter teeth<br />Refreshing breath<br />Spicy fresh</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Ingredients</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Sorbitol, Silica, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Flavour, Polyethylene Glycol 600, Sodium Carboymethyl Cellulose, Sodium Saccarin, Sodium Fluoride, White Film, CI 19140, CI 42090, In Aqueous Base.</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Unit</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>80 gm</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Disclaimer</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",48,4.17,0,0,100,0,1, , , , , , , , , , , , ,,
sr0120,Personal Care,Oral Care,,Colgate Maxfresh Spicy Fresh Toothpaste 150gm,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Description</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Infused with cooling crystals, Colgate Max Fresh Cooling Crystal Toothpaste cleans teeth effectively by fighting cavities and germs. The flavour of Peppermint Ice sets off an icy wave of minty coolness that refreshes your breath.</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Key Features</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Fights cavities<br />Whiter teeth<br />Refreshing breath<br />Spicy fresh</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Ingredients</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Sorbitol, Silica, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Flavour, Polyethylene Glycol 600, Sodium Carboymethyl Cellulose, Sodium Saccarin, Sodium Fluoride, White Film, CI 19140, CI 42090, In Aqueous Base.</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Unit</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>150 gm</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Disclaimer</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",88,3.41,0,0,100,0,1, , , , , , , , , , , , ,,
sr0123,,,,Closeup Ever Fresh Red Hot Gel Toothpaste 150 gm,"<div class='product-attributes' data-reactid='231'><div class='product-attributes__attr' data-reactid='235'><div class='product-attributes__attr--description' data-reactid='236'>Experience the ultimate fresh burst of freshness from Closeup<br />Helps you get upto 12 hours of fresh breath<br />Infused with active zinc mouthwash<br />Helps you get the best sparkling white smile<br />Active Zinc Mouthwash cleans deep corners of your mouth of germs, which hasty brushing often misses</div></div></div><div class='product-attributes' data-reactid='237'><div class='product-attributes__attr' data-reactid='238'><div class='product-attributes__attr--name' data-reactid='239'><span data-reactid='240'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='241'><div class='product-attributes__attr--description' data-reactid='242'>Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulphate, PEG - 32, Flavour, Cellulose Gum, Sodium Saccharin, Sodium Fluoride, Zinc Sulphate, Mica/CI 77019, Sodium Hydroxide, CI 42090, CI 77891</div></div></div><div class='product-attributes' data-reactid='243'><div class='product-attributes__attr' data-reactid='244'><div class='product-attributes__attr--name' data-reactid='245'><span data-reactid='246'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='247'><div class='product-attributes__attr--description' data-reactid='248'>150 gm</div></div></div><div class='product-attributes' data-reactid='249'><div class='product-attributes__attr' data-reactid='250'><div class='product-attributes__attr--name' data-reactid='251'><span data-reactid='252'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='253'><div class='product-attributes__attr--description' data-reactid='254'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",86,2.33,0,0,100,0,1, , , , , , , , , , , , ,,
sr0124,Personal Care,Oral Care,,Closeup Ever Fresh Red Hot Gel Toothpaste 80 gm,"<div class='product-attributes' data-reactid='231'><div class='product-attributes__attr' data-reactid='235'><div class='product-attributes__attr--description' data-reactid='236'>Experience the ultimate fresh burst of freshness from Closeup<br />Closeup Red Hot helps you get upto 12 hours of fresh breath<br />This shiny gel infused with active zinc mouthwash helps you get the best sparkling white smile<br />Active Zinc Mouthwash cleans deep corners of your mouth of germs, which hasty brushing often misses</div></div></div><div class='product-attributes' data-reactid='237'><div class='product-attributes__attr' data-reactid='238'><div class='product-attributes__attr--name' data-reactid='239'><span data-reactid='240'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='241'><div class='product-attributes__attr--description' data-reactid='242'>Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulphate, PEG - 32, Flavour, Cellulose Gum, Sodium Saccharin, Sodium Fluoride, Zinc Sulphate, Mica/CI 77019, Sodium Hydroxide, CI 42090, CI 77891</div></div></div><div class='product-attributes' data-reactid='243'><div class='product-attributes__attr' data-reactid='244'><div class='product-attributes__attr--name' data-reactid='245'><span data-reactid='246'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='247'><div class='product-attributes__attr--description' data-reactid='248'>80 gm</div></div></div><div class='product-attributes' data-reactid='249'><div class='product-attributes__attr' data-reactid='250'><div class='product-attributes__attr--name' data-reactid='251'><span data-reactid='252'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='253'><div class='product-attributes__attr--description' data-reactid='254'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",40,5,0,0,100,0,1, , , , , , , , , , , , ,,
sr0125,Personal Care,Oral Care,,Closeup Diamond Attraction Toothpaste 50gm,<p>Closeup Diamond Attraction Toothpaste 50gm</p>,48,4.17,0,0,100,0,1, , , , , , , , , , , , ,,
sr0126,Personal Care,Oral Care,,Closeup Ever Fresh Red Hot Gel Toothpaste 50gm,"<div class='product-attributes' data-reactid='235'><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--description' data-reactid='240'>Experience the ultimate fresh burst of freshness from Closeup<br />Helps you get upto 12 hours of fresh breath<br />Infused with active zinc mouthwash<br />Helps you get the best sparkling white smile<br />Active Zinc Mouthwash cleans deep corners of your mouth of germs, which hasty brushing often misses</div></div></div><div class='product-attributes' data-reactid='241'><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--name' data-reactid='243'><span data-reactid='244'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='245'><div class='product-attributes__attr--description' data-reactid='246'>Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulphate, PEG - 32, Flavour, Cellulose Gum, Sodium Saccharin, Sodium Fluoride, Zinc Sulphate, Mica/CI 77019, Sodium Hydroxide, CI 42090, CI 77891</div></div></div><div class='product-attributes' data-reactid='247'><div class='product-attributes__attr' data-reactid='248'><div class='product-attributes__attr--name' data-reactid='249'><span data-reactid='250'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='251'><div class='product-attributes__attr--description' data-reactid='252'>50 gm</div></div></div><div class='product-attributes' data-reactid='253'><div class='product-attributes__attr' data-reactid='254'><div class='product-attributes__attr--name' data-reactid='255'><span data-reactid='256'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='257'><div class='product-attributes__attr--description' data-reactid='258'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",17,5.88,0,0,100,0,1, , , , , , , , , , , , ,,
se0127,Personal Care,Oral Care,,`Sensodyne Fresh Gel Toothpaste  (70 g),<p>`Sensodyne Fresh Gel Toothpaste (70 g)</p>,99,3.03,0,0,100,0,1, , , , , , , , , , , , ,,
